Titles	Genres
Tyler Perry's Madea Goes to Jail (2009)[(9, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	comedy
Dr. Horrible's Sing-Along Blog (2008)[(8, 0.9959999918937683)]	comedy
I Love You, Man (2009)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Knowing (2009)[(7, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Kung Fu Panda: Secrets of the Furious Five (2008)[(5, 0.9959999918937683)]	animation
Monsters vs. Aliens (2009)[(1, 0.9959999918937683), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513), (9, 0.0010000000474974513)]	animation
Sita Sings the Blues (2008)[(2, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	animation
Adventureland (2009)[(5, 0.9959999918937683)]	romance
Confessions of a Shopaholic (2009)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	romance
Inglourious Basterds (2009)[(9, 0.996999979019165)]	action
Moon (2009)[(8, 0.9980000257492065)]	sci-fi
Young Victoria, The (2009)[(8, 0.996999979019165)]	romance
X-Men Origins: Wolverine (2009)[(2, 0.9959999918937683), (5, 0.0010000000474974513)]	action
Star Trek (2009)[(8, 0.4390000104904175), (1, 0.367000013589859), (5, 0.19200000166893005)]	sci-fi
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009)[(7, 0.9829999804496765), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Angels & Demons (2009)[(7, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	action
Terminator Salvation (2009)[(0, 0.9980000257492065)]	sci-fi
Brothers Bloom, The (2008)[(5, 0.9990000128746033)]	romance
Drag Me to Hell (2009)[(6, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Up (2009)[(1, 0.996999979019165)]	animation
Hangover, The (2009)[(3, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Dead Snow (Død snø) (2009)[(2, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	comedy
Land of the Lost (2009)[(8, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Proposal, The (2009)[(9, 0.996999979019165)]	comedy
Year One (2009)[(8, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Hurt Locker, The (2008)[(4, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Raiders of the Lost Ark: The Adaptation (1989)[(4, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Transformers: Revenge of the Fallen (2009)[(9, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Public Enemies (2009)[(0, 0.9549999833106995), (8, 0.041999999433755875)]	romance
Hood of Horror (2006)[(8, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
(500) Days of Summer (2009)[(5, 0.996999979019165)]	romance
Librarian, The: The Curse of the Judas Chalice (2008)[(9, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Harry Potter and the Half-Blood Prince (2009)[(6, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Imaginarium of Doctor Parnassus, The (2009)[(0, 0.9980000257492065)]	fantasy
Ugly Truth, The (2009)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
District 9 (2009)[(4, 0.9959999918937683)]	sci-fi
Julie & Julia (2009)[(9, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Race to Witch Mountain (2009)[(0, 0.9980000257492065)]	sci-fi
G.I. Joe: The Rise of Cobra (2009)[(4, 0.9980000257492065)]	sci-fi
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)[(3, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	animation
Goods: Live Hard, Sell Hard, The (2009)[(2, 0.9959999918937683)]	comedy
Adam (2009)[(0, 0.9800000190734863), (5, 0.003000000026077032), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Time Traveler's Wife, The (2009)[(5, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Secret in Their Eyes, The (El secreto de sus ojos) (2009)[(8, 0.9980000257492065)]	romance
9 (2009)[(4, 0.9959999918937683), (5, 0.0010000000474974513)]	sci-fi
Frequently Asked Questions About Time Travel (2009)[(8, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Pandorum (2009)[(7, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	sci-fi
Men Who Stare at Goats, The (2009)[(4, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Jennifer's Body (2009)[(7, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	comedy
Gamer (2009)[(7, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Cloudy with a Chance of Meatballs (2009)[(6, 0.996999979019165)]	animation
Terra (a.k.a. Battle for Terra) (2007)[(0, 0.9879999756813049), (5, 0.0020000000949949026), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Serious Man, A (2009)[(7, 0.996999979019165)]	comedy
Haunted World of El Superbeasto, The (2009)[(1, 0.9919999837875366), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	animation
Surrogates (2009)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Zombieland (2009)[(7, 0.996999979019165)]	comedy
Education, An (2009)[(3, 0.9980000257492065)]	romance
Law Abiding Citizen (2009)[(6, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Mary and Max (2009)[(7, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Up in the Air (2009)[(5, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Balance (1989)[(1, 0.9649999737739563), (0, 0.004000000189989805), (2, 0.004000000189989805), (3, 0.004000000189989805), (4, 0.004000000189989805)]	animation
Saw VI (2009)[(9, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Astro Boy (2009)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Fantastic Mr. Fox (2009)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	animation
Battlestar Galactica: The Plan (2009)[(7, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
2012 (2009)[(5, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Broken Embraces (Los abrazos rotos) (2009)[(2, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Sleep Dealer (2008)[(6, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Blind Side, The  (2009)[(3, 0.996999979019165)]	action
Shrink (2009)[(9, 0.996999979019165)]	comedy
Lovely Bones, The (2009)[(5, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (6, 0.0020000000949949026)]	fantasy
Princess and the Frog, The (2009)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	animation
Avatar (2009)[(6, 0.515999972820282), (4, 0.47200000286102295), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
Sherlock Holmes (2009)[(2, 0.9959999918937683)]	action
Carriers (2009)[(0, 0.9739999771118164), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032), (4, 0.003000000026077032)]	action
Youth in Revolt (2009)[(9, 0.996999979019165)]	animation
Daybreakers (2010)[(7, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Book of Eli, The (2010)[(2, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Soul Kitchen (2009)[(9, 0.9959999918937683)]	comedy
Dragon Hunters (Chasseurs de dragons) (2008)[(1, 0.847000002861023), (9, 0.15199999511241913)]	fantasy
3 Idiots (2009)[(1, 0.9890000224113464), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Legion (2010)[(6, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Dante's Inferno Animated (2010)[(6, 0.996999979019165)]	animation
I Love You Phillip Morris (2009)[(2, 0.9959999918937683)]	comedy
First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)[(1, 0.9570000171661377), (5, 0.006000000052154064), (0, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	comedy
Valentine's Day (2010)[(3, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Shutter Island (2010)[(7, 0.9739999771118164), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	action
Persuasion (2007)[(7, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)[(4, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Percy Jackson & the Olympians: The Lightning Thief (2010)[(5, 0.9980000257492065)]	fantasy
Spy Next Door, The (2010)[(4, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	action
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009)[(2, 0.9980000257492065)]	action
Dear John (2010)[(9, 0.8050000071525574), (7, 0.17900000512599945), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	romance
Gentlemen of Fortune (Dzhentlmeny udachi) (1972)[(8, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Room, The (2003)[(7, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Alice in Wonderland (2010)[(6, 0.9959999918937683), (5, 0.0010000000474974513)]	fantasy
Green Zone (2010)[(5, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
From Paris with Love (2010)[(4, 0.996999979019165)]	romance
She's Out of My League (2010)[(9, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	romance
Remember Me (2010)[(6, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Bounty Hunter, The (2010)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Hot Tub Time Machine (2010)[(7, 0.8349999785423279), (0, 0.15399999916553497), (5, 0.0020000000949949026), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
How to Train Your Dragon (2010)[(5, 0.996999979019165)]	fantasy
Clash of the Titans (2010)[(0, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	fantasy
Kick-Ass (2010)[(5, 0.9879999756813049), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Date Night (2010)[(2, 0.5099999904632568), (9, 0.4880000054836273)]	comedy
Death at a Funeral (2010)[(9, 0.996999979019165)]	comedy
Losers, The (2010)[(4, 0.9829999804496765), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Last Song, The (2010)[(5, 0.9879999756813049), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Iron Man 2 (2010)[(1, 0.9890000224113464), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Cemetery Junction (2010)[(5, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Blue Valentine (2010)[(4, 0.9980000257492065)]	romance
Killers (2010)[(9, 0.9980000257492065)]	action
Prince of Persia: The Sands of Time (2010)[(2, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	fantasy
Get Him to the Greek (2010)[(1, 0.996999979019165)]	comedy
Letters to Juliet (2010)[(8, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)[(7, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
A-Team, The (2010)[(9, 0.996999979019165)]	action
Toy Story 3 (2010)[(8, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)[(1, 0.5479999780654907), (5, 0.44600000977516174), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Last Airbender, The (2010)[(0, 0.9879999756813049), (5, 0.0020000000949949026), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Predators (2010)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Despicable Me (2010)[(4, 0.996999979019165)]	animation
Inception (2010)[(2, 0.996999979019165)]	sci-fi
Grown Ups (2010)[(7, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	comedy
Sorcerer's Apprentice, The (2010)[(3, 0.996999979019165)]	action
Knight and Day (2010)[(0, 0.6990000009536743), (7, 0.28299999237060547), (5, 0.003000000026077032), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	action
Karate Kid, The (2010)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Kids Are All Right, The (2010)[(5, 0.9990000128746033)]	comedy
Batman: Under the Red Hood (2010)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Salt (2010)[(2, 0.996999979019165)]	action
Mr. Nobody (2009)[(9, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Ip Man 2 (2010)[(7, 0.996999979019165)]	action
Charlie St. Cloud (2010)[(9, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	romance
Rebound, The (2009)[(1, 0.996999979019165)]	romance
Other Guys, The (2010)[(9, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Expendables, The (2010)[(7, 0.8080000281333923), (3, 0.1770000010728836), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	action
Scott Pilgrim vs. the World (2010)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	fantasy
Centurion (2010)[(2, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)[(1, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Switch, The (2010)[(5, 0.996999979019165)]	comedy
Machete (2010)[(8, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Going the Distance (2010)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Town, The (2010)[(8, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Easy A (2010)[(8, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Legend of the Guardians: The Owls of Ga'Hoole (2010)[(7, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	animation
Life as We Know It (2010)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
You Will Meet a Tall Dark Stranger (2010)[(2, 0.9959999918937683)]	comedy
Monsters (2010)[(8, 0.9959999918937683)]	romance
Illusionist, The (L'illusionniste) (2010)[(9, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	animation
Red (2010)[(5, 0.996999979019165)]	action
Due Date (2010)[(8, 0.9980000257492065)]	comedy
Megamind (2010)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	animation
Harry Potter and the Deathly Hallows: Part 1 (2010)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Tangled (2010)[(5, 0.996999979019165)]	animation
Fighter, The (2010)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Skyline (2010)[(3, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Beastly (2011)[(6, 0.996999979019165)]	romance
Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)[(7, 0.9980000257492065)]	fantasy
Tourist, The (2010)[(1, 0.9869999885559082), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
All Good Things (2010)[(7, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Tron: Legacy (2010)[(5, 0.9959999918937683)]	sci-fi
Little Fockers (2010)[(9, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	comedy
Tucker & Dale vs Evil (2010)[(4, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Green Hornet, The (2011)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Cowboys & Aliens (2011)[(1, 0.9980000257492065)]	action
Dilemma, The (2011)[(4, 0.996999979019165)]	romance
Trip, The (2010)[(8, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Limitless (2011)[(5, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
All-Star Superman (2011)[(1, 0.9940000176429749), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Unknown (2011)[(7, 0.9959999918937683)]	action
Paul (2011)[(2, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Brother 2 (Brat 2) (2000)[(3, 0.9559999704360962), (5, 0.006000000052154064), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	action
Rango (2011)[(4, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Take Me Home Tonight (2011)[(1, 0.996999979019165)]	comedy
Adjustment Bureau, The (2011)[(3, 0.9980000257492065)]	sci-fi
Mechanic, The (2011)[(1, 0.9980000257492065)]	action
Hall Pass (2011)[(9, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
I Am Number Four (2011)[(7, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	action
Battle: Los Angeles (2011)[(0, 0.9700000286102295), (1, 0.004000000189989805), (5, 0.004000000189989805), (2, 0.003000000026077032), (3, 0.003000000026077032)]	sci-fi
Summer Wars (Samâ wôzu) (2009)[(9, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Mars Needs Moms (2011)[(1, 0.996999979019165)]	animation
Red Riding Hood (2011)[(8, 0.9980000257492065)]	romance
Troll Hunter, The (Trolljegeren) (2010)[(0, 0.9959999918937683)]	fantasy
Source Code (2011)[(9, 0.996999979019165)]	romance
Hop (2011)[(7, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
13 Assassins (Jûsan-nin no shikaku) (2010)[(5, 0.996999979019165)]	action
Hanna (2011)[(3, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Rio (2011)[(0, 0.9980000257492065)]	animation
Thor (2011)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Louis C.K.: Shameless (2007)[(3, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Water for Elephants (2011)[(0, 0.9819999933242798), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	romance
Fast Five (Fast and the Furious 5, The) (2011)[(7, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Something Borrowed (2011)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	comedy
Bridesmaids (2011)[(8, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Priest (2011)[(8, 0.996999979019165)]	sci-fi
Pirates of the Caribbean: On Stranger Tides (2011)[(7, 0.9290000200271606), (6, 0.06700000166893005), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Midnight in Paris (2011)[(3, 0.9959999918937683), (5, 0.0010000000474974513)]	romance
The Man from Nowhere (2010)[(6, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	action
Attack the Block (2011)[(0, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	comedy
Kung Fu Panda 2 (2011)[(5, 0.9959999918937683)]	animation
X-Men: First Class (2011)[(9, 0.8100000023841858), (1, 0.1850000023841858), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Super 8 (2011)[(5, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Mr. Popper's Penguins (2011)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	comedy
